GEONAME,LNTITLE,GEOID,CVAP_EST
"Houston County, Alabama",American Indian or Alaska Native Alone,05000US01069,290
"Houston County, Alabama",Asian Alone,05000US01069,550
"Houston County, Alabama",Black or African American Alone,05000US01069,19470
"Houston County, Alabama",Native Hawaiian or Other Pacific Islander Alone,05000US01069,4
"Houston County, Alabama",White Alone,05000US01069,55535
"Houston County, Alabama",American Indian or Alaska Native and White,05000US01069,420
"Houston County, Alabama",Asian and White,05000US01069,130
"Houston County, Alabama",Black or African American and White,05000US01069,175
"Houston County, Alabama",American Indian or Alaska Native and Black or African American,05000US01069,55
"Houston County, Alabama",Remainder of Two or More Race Responses,05000US01069,60
"Houston County, Alabama",Hispanic or Latino,05000US01069,1395
"Jackson County, Alabama",Total,05000US01071,40730
"Jackson County, Alabama",Not Hispanic or Latino,05000US01071,40185
"Jackson County, Alabama",American Indian or Alaska Native Alone,05000US01071,395
"Jackson County, Alabama",Asian Alone,05000US01071,60
"Jackson County, Alabama",Black or African American Alone,05000US01071,1400
"Jackson County, Alabama",Native Hawaiian or Other Pacific Islander Alone,05000US01071,20
"Jackson County, Alabama",White Alone,05000US01071,37315
"Jackson County, Alabama",American Indian or Alaska Native and White,05000US01071,950
"Jackson County, Alabama",Asian and White,05000US01071,10
"Jackson County, Alabama",Black or African American and White,05000US01071,0
"Jackson County, Alabama",American Indian or Alaska Native and Black or African American,05000US01071,25
"Jackson County, Alabama",Remainder of Two or More Race Responses,05000US01071,10
"Jackson County, Alabama",Hispanic or Latino,05000US01071,545
"Jefferson County, Alabama",Total,05000US01073,491015
"Jefferson County, Alabama",Not Hispanic or Latino,05000US01073,484995
"Jefferson County, Alabama",American Indian or Alaska Native Alone,05000US01073,960
"Jefferson County, Alabama",Asian Alone,05000US01073,4510
"Jefferson County, Alabama",Black or African American Alone,05000US01073,206120
"Jefferson County, Alabama",Native Hawaiian or Other Pacific Islander Alone,05000US01073,65
"Jefferson County, Alabama",White Alone,05000US01073,268690
"Jefferson County, Alabama",American Indian or Alaska Native and White,05000US01073,1540
"Jefferson County, Alabama",Asian and White,05000US01073,825
"Jefferson County, Alabama",Black or African American and White,05000US01073,1105
"Jefferson County, Alabama",American Indian or Alaska Native and Black or African American,05000US01073,450
"Jefferson County, Alabama",Remainder of Two or More Race Responses,05000US01073,730
"Jefferson County, Alabama",Hispanic or Latino,05000US01073,6020
"Lamar County, Alabama",Total,05000US01075,10960
"Lamar County, Alabama",Not Hispanic or Latino,05000US01075,10845
"Lamar County, Alabama",American Indian or Alaska Native Alone,05000US01075,40
"Lamar County, Alabama",Asian Alone,05000US01075,0
"Lamar County, Alabama",Black or African American Alone,05000US01075,1270
"Lamar County, Alabama",Native Hawaiian or Other Pacific Islander Alone,05000US01075,0
"Lamar County, Alabama",White Alone,05000US01075,9535
"Lamar County, Alabama",American Indian or Alaska Native and White,05000US01075,0
"Lamar County, Alabama",Asian and White,05000US01075,0
"Lamar County, Alabama",Black or African American and White,05000US01075,0
"Lamar County, Alabama",American Indian or Alaska Native and Black or African American,05000US01075,0
"Lamar County, Alabama",Remainder of Two or More Race Responses,05000US01075,0
"Lamar County, Alabama",Hispanic or Latino,05000US01075,115
"Lauderdale County, Alabama",Total,05000US01077,72735
"Lauderdale County, Alabama",Not Hispanic or Latino,05000US01077,71845
"Lauderdale County, Alabama",American Indian or Alaska Native Alone,05000US01077,330
"Lauderdale County, Alabama",Asian Alone,05000US01077,375
"Lauderdale County, Alabama",Black or African American Alone,05000US01077,7130
"Lauderdale County, Alabama",Native Hawaiian or Other Pacific Islander Alone,05000US01077,15
"Lauderdale County, Alabama",White Alone,05000US01077,63510
"Lauderdale County, Alabama",American Indian or Alaska Native and White,05000US01077,260
"Lauderdale County, Alabama",Asian and White,05000US01077,60
"Lauderdale County, Alabama",Black or African American and White,05000US01077,100
"Lauderdale County, Alabama",American Indian or Alaska Native and Black or African American,05000US01077,35
"Lauderdale County, Alabama",Remainder of Two or More Race Responses,05000US01077,35
"Lauderdale County, Alabama",Hispanic or Latino,05000US01077,890
"Lawrence County, Alabama",Total,05000US01079,25995
"Lawrence County, Alabama",Not Hispanic or Latino,05000US01079,25670
"Lawrence County, Alabama",American Indian or Alaska Native Alone,05000US01079,1185
"Lawrence County, Alabama",Asian Alone,05000US01079,25
"Lawrence County, Alabama",Black or African American Alone,05000US01079,2985
"Lawrence County, Alabama",Native Hawaiian or Other Pacific Islander Alone,05000US01079,0
"Lawrence County, Alabama",White Alone,05000US01079,20345
"Lawrence County, Alabama",American Indian or Alaska Native and White,05000US01079,1045
"Lawrence County, Alabama",Asian and White,05000US01079,4
"Lawrence County, Alabama",Black or African American and White,05000US01079,20
"Lawrence County, Alabama",American Indian or Alaska Native and Black or African American,05000US01079,45
"Lawrence County, Alabama",Remainder of Two or More Race Responses,05000US01079,20
"Lawrence County, Alabama",Hispanic or Latino,05000US01079,320
"Lee County, Alabama",Total,05000US01081,115345
"Lee County, Alabama",Not Hispanic or Latino,05000US01081,112230
"Lee County, Alabama",American Indian or Alaska Native Alone,05000US01081,145
"Lee County, Alabama",Asian Alone,05000US01081,1395
"Lee County, Alabama",Black or African American Alone,05000US01081,26440
"Lee County, Alabama",Native Hawaiian or Other Pacific Islander Alone,05000US01081,0
"Lee County, Alabama",White Alone,05000US01081,83230
"Lee County, Alabama",American Indian or Alaska Native and White,05000US01081,495
"Lee County, Alabama",Asian and White,05000US01081,170
"Lee County, Alabama",Black or African American and White,05000US01081,250
"Lee County, Alabama",American Indian or Alaska Native and Black or African American,05000US01081,15
"Lee County, Alabama",Remainder of Two or More Race Responses,05000US01081,85
"Lee County, Alabama",Hispanic or Latino,05000US01081,3115
"Limestone County, Alabama",Total,05000US01083,67250
"Limestone County, Alabama",Not Hispanic or Latino,05000US01083,65685
"Limestone County, Alabama",American Indian or Alaska Native Alone,05000US01083,485
"Limestone County, Alabama",Asian Alone,05000US01083,750
"Limestone County, Alabama",Black or African American Alone,05000US01083,9160
"Limestone County, Alabama",Native Hawaiian or Other Pacific Islander Alone,05000US01083,4
"Limestone County, Alabama",White Alone,05000US01083,54555
"Limestone County, Alabama",American Indian or Alaska Native and White,05000US01083,395
"Limestone County, Alabama",Asian and White,05000US01083,110
"Limestone County, Alabama",Black or African American and White,05000US01083,170
"Limestone County, Alabama",American Indian or Alaska Native and Black or African American,05000US01083,20
"Limestone County, Alabama",Remainder of Two or More Race Responses,05000US01083,35
"Limestone County, Alabama",Hispanic or Latino,05000US01083,1565
"Lowndes County, Alabama",Total,05000US01085,8100
"Lowndes County, Alabama",Not Hispanic or Latino,05000US01085,8070
"Lowndes County, Alabama",American Indian or Alaska Native Alone,05000US01085,10
"Lowndes County, Alabama",Asian Alone,05000US01085,0
"Lowndes County, Alabama",Black or African American Alone,05000US01085,5905
"Lowndes County, Alabama",Native Hawaiian or Other Pacific Islander Alone,05000US01085,0
"Lowndes County, Alabama",White Alone,05000US01085,2145
"Lowndes County, Alabama",American Indian or Alaska Native and White,05000US01085,4
"Lowndes County, Alabama",Asian and White,05000US01085,0
"Lowndes County, Alabama",Black or African American and White,05000US01085,0
"Lowndes County, Alabama",American Indian or Alaska Native and Black or African American,05000US01085,0
"Lowndes County, Alabama",Remainder of Two or More Race Responses,05000US01085,4
"Lowndes County, Alabama",Hispanic or Latino,05000US01085,30
"Macon County, Alabama",Total,05000US01087,16035
"Macon County, Alabama",Not Hispanic or Latino,05000US01087,15860
"Macon County, Alabama",American Indian or Alaska Native Alone,05000US01087,50
"Macon County, Alabama",Asian Alone,05000US01087,10
"Macon County, Alabama",Black or African American Alone,05000US01087,13140
"Macon County, Alabama",Native Hawaiian or Other Pacific Islander Alone,05000US01087,0
"Macon County, Alabama",White Alone,05000US01087,2580
"Macon County, Alabama",American Indian or Alaska Native and White,05000US01087,25
"Macon County, Alabama",Asian and White,05000US01087,0
"Macon County, Alabama",Black or African American and White,05000US01087,35
"Macon County, Alabama",American Indian or Alaska Native and Black or African American,05000US01087,20
"Macon County, Alabama",Remainder of Two or More Race Responses,05000US01087,4
"Macon County, Alabama",Hispanic or Latino,05000US01087,175
"Madison County, Alabama",Total,05000US01089,261510
"Madison County, Alabama",Not Hispanic or Latino,05000US01089,255060
"Madison County, Alabama",American Indian or Alaska Native Alone,05000US01089,1535
"Madison County, Alabama",Asian Alone,05000US01089,4180
"Madison County, Alabama",Black or African American Alone,05000US01089,62280
"Madison County, Alabama",Native Hawaiian or Other Pacific Islander Alone,05000US01089,285
"Madison County, Alabama",White Alone,05000US01089,181785
"Madison County, Alabama",American Indian or Alaska Native and White,05000US01089,2020
"Madison County, Alabama",Asian and White,05000US01089,810
"Madison County, Alabama",Black or African American and White,05000US01089,820
"Madison County, Alabama",American Indian or Alaska Native and Black or African American,05000US01089,370
"Madison County, Alabama",Remainder of Two or More Race Responses,05000US01089,980
"Madison County, Alabama",Hispanic or Latino,05000US01089,6450
"Marengo County, Alabama",Total,05000US01091,15310
"Marengo County, Alabama",Not Hispanic or Latino,05000US01091,15275
"Marengo County, Alabama",American Indian or Alaska Native Alone,05000US01091,40
"Marengo County, Alabama",Asian Alone,05000US01091,20
"Marengo County, Alabama",Black or African American Alone,05000US01091,7865
"Marengo County, Alabama",Native Hawaiian or Other Pacific Islander Alone,05000US01091,0
"Marengo County, Alabama",White Alone,05000US01091,7295
"Marengo County, Alabama",American Indian or Alaska Native and White,05000US01091,40
"Marengo County, Alabama",Asian and White,05000US01091,0
"Marengo County, Alabama",Black or African American and White,05000US01091,0
"Marengo County, Alabama",American Indian or Alaska Native and Black or African American,05000US01091,15
"Marengo County, Alabama",Remainder of Two or More Race Responses,05000US01091,0
"Marengo County, Alabama",Hispanic or Latino,05000US01091,35
"Marion County, Alabama",Total,05000US01093,23725
"Marion County, Alabama",Not Hispanic or Latino,05000US01093,23415
"Marion County, Alabama",American Indian or Alaska Native Alone,05000US01093,105
"Marion County, Alabama",Asian Alone,05000US01093,80
"Marion County, Alabama",Black or African American Alone,05000US01093,900
"Marion County, Alabama",Native Hawaiian or Other Pacific Islander Alone,05000US01093,0
"Marion County, Alabama",White Alone,05000US01093,22105
"Marion County, Alabama",American Indian or Alaska Native and White,05000US01093,115
"Marion County, Alabama",Asian and White,05000US01093,25
"Marion County, Alabama",Black or African American and White,05000US01093,10
"Marion County, Alabama",American Indian or Alaska Native and Black or African American,05000US01093,30
"Marion County, Alabama",Remainder of Two or More Race Responses,05000US01093,40
"Marion County, Alabama",Hispanic or Latino,05000US01093,310
"Marshall County, Alabama",Total,05000US01095,65925
"Marshall County, Alabama",Not Hispanic or Latino,05000US01095,63850
"Marshall County, Alabama",American Indian or Alaska Native Alone,05000US01095,345
